Ticker,MSTR,MSTR,MSTR,MSTR,MSTR,MSTR,META,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,SPY,SPY,SPY,SPY,SPY,SPY
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04 00:00:00+00:00,41.632999420166016,44.43899917602539,41.000999450683594,42.52199935913086,42.52199935913086,14679000,274.7799987792969,275.0,265.20001220703125,268.94000244140625,268.1326904296875,15106100,13.104249954223633,13.65250015258789,12.962499618530273,13.113499641418457,13.081201553344727,560640000,239.82000732421875,248.163330078125,239.06333923339844,243.2566680908203,243.2566680908203,145914600,375.30999755859375,375.45001220703125,364.82000732421875,368.7900085449219,349.4716491699219,110210800
2021-01-05 00:00:00+00:00,42.10499954223633,43.84000015258789,40.6510009765625,42.862998962402344,42.862998962402344,11006000,268.2900085449219,272.3999938964844,268.2099914550781,270.9700012207031,270.1565856933594,9871600,13.099749565124512,13.443499565124512,13.086999893188477,13.404749870300293,13.371733665466309,322760000,241.22000122070312,246.94667053222656,239.73333740234375,245.0366668701172,245.0366668701172,96735600,368.1000061035156,372.5,368.04998779296875,371.3299865722656,351.87860107421875,66426200
2021-01-06 00:00:00+00:00,43.08399963378906,48.301998138427734,43.08399963378906,48.05500030517578,48.05500030517578,15360000,262.0,267.75,260.010009765625,263.30999755859375,262.51959228515625,24354100,13.22249984741211,13.244999885559082,12.586000442504883,12.614500045776367,12.583433151245117,580424000,252.8300018310547,258.0,249.6999969482422,251.9933319091797,251.9933319091797,134100000,369.7099914550781,376.9800109863281,369.1199951171875,373.54998779296875,353.98223876953125,107997700
2021-01-07 00:00:00+00:00,52.13199996948242,55.986000061035156,50.21099853515625,53.57500076293945,53.57500076293945,22844000,265.8999938964844,271.6099853515625,264.7799987792969,268.739990234375,267.9332580566406,15789800,12.967499732971191,13.377750396728516,12.886500358581543,13.343999862670898,13.311138153076172,461480000,259.2099914550781,272.3299865722656,258.3999938964844,272.0133361816406,272.0133361816406,154496700,376.1000061035156,379.8999938964844,375.9100036621094,379.1000061035156,359.2415771484375,68766800
2021-01-08 00:00:00+00:00,56.50699996948242,56.86600112915039,51.332000732421875,53.16400146484375,53.16400146484375,16454000,268.30999755859375,268.95001220703125,263.17999267578125,267.57000732421875,266.76678466796875,18528300,13.362500190734863,13.420999526977539,13.041999816894531,13.276749610900879,13.244050979614258,292528000,285.3333435058594,294.8299865722656,279.46331787109375,293.3399963378906,293.3399963378906,225166500,380.5899963378906,381.489990234375,377.1000061035156,381.260009765625,361.2884216308594,71677200
2021-01-11 00:00:00+00:00,47.2140007019043,51.198001861572266,46.45100021362305,49.54899978637695,49.54899978637695,14727000,260.4800109863281,263.4700012207031,255.89999389648438,256.8399963378906,256.0690002441406,30412300,13.418749809265137,13.961000442504883,13.362500190734863,13.621500015258789,13.587952613830566,518344000,283.1333312988281,284.80999755859375,267.8733215332031,270.39666748046875,270.39666748046875,177904800,377.8500061035156,380.5799865722656,377.7200012207031,378.69000244140625,358.8531188964844,51034700
2021-01-12 00:00:00+00:00,50.27799987792969,51.994998931884766,48.85100173950195,51.42399978637695,51.42399978637695,6718000,256.6300048828125,259.7200012207031,250.3000030517578,251.08999633789062,250.3362579345703,26383500,13.7524995803833,13.754500389099121,13.345000267028809,13.484749794006348,13.451539993286133,291476000,277.0,289.3333435058594,275.7799987792969,283.14666748046875,283.14666748046875,138812100,378.8900146484375,379.8599853515625,376.3599853515625,378.7699890136719,358.9288635253906,52547700
2021-01-13 00:00:00+00:00,50.073001861572266,52.39899826049805,49.23400115966797,51.92599868774414,51.92599868774414,6175000,251.5500030517578,253.9499969482422,249.1999969482422,251.63999938964844,250.88461303710938,19528900,13.489999771118164,13.625,13.385000228881836,13.531749725341797,13.498421669006348,210028000,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,284.8033447265625,99937500,378.69000244140625,380.8599853515625,377.8500061035156,379.7900085449219,359.8954162597656,45303600
